;Dataset;Requirement_Text;{replaced_term:inserted_abbreviation}
1793;11_peppol; A change procedure MUST be defined in order to modify sensitive economic operator data that is connected to the VCD account.;{}
1794;11_peppol;The economic operator MUST be able to delete his account.;{}
1795;11_peppol;The VCD System SHOULD make use of a single-sign-on interface and function in order to submit login data.;{}
1796;11_peppol;The VCD system MUST provide a functionality to check through identity and access management whether an economic operator has sufficient user rights to access his account.;{}
1797;11_peppol;The VCD system MUST provide an interface where the economic operator can provide nonsensitive economic operator data.;{}
1798;11_peppol;The VCD system MUST provide an interface where tender-specific data can be either fetched from or be provided through (e.g. criteria of qualitative selection and exclusion).;{}
1799;11_peppol;The VCD system MUST provide an interface where the economic operator can request the creation of a VCD package.;{}
1800;11_peppol;The VCD system MUST have an interface to receive and process the information (mapping of evidence) provided by the pre-VCD mapping tool.;{}
1801;11_peppol;The VCD system MUST provide a functionality that suggests a possible compilation of the VCD to the economic operator according to the tender-specific criteria.;{}
1802;11_peppol;The VCD system MUST provide a functionality where the economic operator can decide which particular attestation services should be invoked and collected.;{}
1803;11_peppol;The VCD system MUST provide a functionality that displays the attestation services that cannot be invoked automatically and that have to be manually added by the economic operator. ;{}
1804;11_peppol;The VCD system must provide a functionality to request attestations that can be collected automatically via an issuing body. ;{}
1805;11_peppol;The VCD system MUST have an interface/technical access to retrieve attestations that can be automatically retrieved from issuing bodies.;{}
1806;11_peppol;The VCD system MUST have a functionality to extract structural data of evidence from attestations that can be retrieved automatically.;{}
1807;11_peppol;The VCD system MUST have an interface to submit/upload evidence that have to be provided manually by the economic operator.;{}
1808;11_peppol;The evidence submitted to the VCD system MUST correspond to the mapping information suggested by the VCD system (or the pre-VCD mapping tool).;{}
1809;11_peppol;The VCD system MUST provide an interface where an economic operator can add structural data of evidence that belong to specific evidence. ;{}
1810;11_peppol;The VCD system SHOULD provide an interface where a translator/economic operator can submit certified translations to specific evidence.;{}
1811;11_peppol;The VCD system MUST provide and interface where the economic operator can initiate the compilation process. ;{}
1812;11_peppol;The VCD system MUST provide a functionality to compile various data formats from various sources (issuing bodies) into a single VCD package.;{}
1813;11_peppol;The VCD package MUST provide a functionality to add structural VCD package data to the VCD package and VCD system (e.g. log file) during the compilation process.;{}
1814;11_peppol;The VCD package MUST provide a functionality to add tender-specific data to the VCD package and VCD system (e.g. log file) during the compilation process.;{}
1815;11_peppol;The VCD package MUST provide a functionality to add economic operator data to the VCD package and VCD system (e.g. log file) during the compilation process.;{}
1816;11_peppol;The VCD package MUST provide a functionality to add tender-specific data to the VCD package and VCD system (e.g. log file) during the compilation process.;{}
1817;11_peppol;The VCD package MUST provide a functionality to add structural data of evidence to the VCD package and VCD system (e.g. log file) during the compilation process.;{}
1818;11_peppol;The VCD package MUST provide a functionality to add evidences to the VCD package and VCD system (e.g. log file) during the compilation process. ;{}
1819;11_peppol;The VCD package MUST provide a functionality to add translations to the VCD package and VCD system (e.g. log file) during the compilation process.;{}
1820;11_peppol;The VCD system MUST provide a functionality to notify the economic operator when the compilation process is finished.;{}
1821;11_peppol;The VCD system MUST provide interfaces to deliver the VCD to the economic operator.;{}
1822;11_peppol;The VCD transportation system MUST provide a functionality that enables both parties involved, contracting authorities and economic operators, to authenticate to the VCD transportation system before using it.;{}
